"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6P2XRULX","journalArticle","2021","Tariq, Mehreen; Haworth-Brockman, Margaret; Moghadas, Seyed M.","Ten years of Pan-InfORM: modelling research for public health in Canada","AIMS public health","","2327-8994","10.3934/publichealth.2021020","","Modelling and simulation methods can play an important role in guiding public health responses to infectious diseases and emerging health threats by projecting the plausible outcomes of decisions and interventions. The 2003 SARS epidemic marked a new chapter in disease modelling in Canada as it triggered a national discussion on the utility and uptake of modelling research in local and pandemic outbreaks. However, integration and application of model-based outcomes in public health requires knowledge translation and contextualization. We reviewed the history and performance of Pan-InfORM (Pandemic Influenza Outbreak Research Modelling), which created a national infrastructure in Canada with a mandate to develop innovative knowledge translation methodologies to inform policy makers through modelling frameworks that bridge the gaps between theory, policy, and practice. This review demonstrates the importance of a collaborative infrastructure as a ""Community of Practice"" to guide public health responses, especially in the context of emerging diseases with substantial uncertainty, such as the COVID-19 pandemic. Dedicated resources to modelling and knowledge translation activities can help create synergistic strategies at the global scale and optimize public health responses to protect at-risk populations and quell socioeconomic and health burden.","2021","2024-03-07 16:25:43","2026-02-17 15:12:04","","265-274","","2","8","","AIMS Public Health","Ten years of Pan-InfORM","","","","","","","eng","","","","","PubMed","","","","/Users/kathsherratt/Zotero/storage/RFJZCMAE/Tariq et al. - 2021 - Ten years of Pan-InfORM modelling research for pu.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/34017890","","public health; community of practice; disease modelling; emerging infectious diseases; knowledge translation; model-based policy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKZLHRCN","journalArticle","2017","Boden, Lisa A.; McKendrick, Iain J.","Model-Based Policymaking: A Framework to Promote Ethical “Good Practice” in Mathematical Modeling for Public Health Policymaking","Frontiers in Public Health","","","10.3389/fpubh.2017.00068","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5380671/","Mathematical models are increasingly relied upon as decision support tools, which estimate risks and generate recommendations to underpin public health policies. However, there are no formal agreements about what constitutes professional competencies ...","2017","2021-12-19 23:46:11","2026-02-17 15:12:04","2024-03-13 15:51:12","","","","5","","","Model-Based Policymaking","","","","","Frontiers Media SA","","en","","","","","www.ncbi.nlm.nih.gov","","tex.ids= bodenModelBasedPolicymakingFramework2017","","/Users/kathsherratt/Zotero/storage/PHMQSLCV/Boden and McKendrick - 2017 - Model-Based Policymaking A Framework to Promote E.pdf; ; /Users/kathsherratt/Zotero/storage/9BLAXWJN/PMC5380671.html","http://www.ncbi.nlm.nih.gov/pubmed/28424768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VI66ZA82","journalArticle","2023","Kuma, Peter; Bender, Frida A.-M.; Jönsson, Aiden R.","Climate Model Code Genealogy and Its Relation to Climate Feedbacks and Sensitivity","Journal of Advances in Modeling Earth Systems","","1942-2466","10.1029/2022MS003588","https://onlinelibrary.wiley.com/doi/abs/10.1029/2022MS003588","Contemporary general circulation models (GCMs) and Earth system models (ESMs) are developed by a large number of modeling groups globally. They use a wide range of representations of physical processes, allowing for structural (code) uncertainty to be partially quantified with multi-model ensembles (MMEs). Many models in the MMEs of the Coupled Model Intercomparison Project (CMIP) have a common development history due to sharing of code and schemes. This makes their projections statistically dependent and introduces biases in MME statistics. Previous research has focused on model output and code dependence, and model code genealogy of CMIP models has not been fully analyzed. We present a full reconstruction of CMIP3, CMIP5, and CMIP6 code genealogy of 167 atmospheric models, GCMs, and ESMs (of which 114 participated in CMIP) based on the available literature, with a focus on the atmospheric component and atmospheric physics. We identify 12 main model families. We propose family and ancestry weighting methods designed to reduce the effect of model structural dependence in MMEs. We analyze weighted effective climate sensitivity (ECS), climate feedbacks, forcing, and global mean near-surface air temperature, and how they differ by model family. Models in the same family often have similar climate properties. We show that weighting can partially reconcile differences in ECS and cloud feedbacks between CMIP5 and CMIP6. The results can help in understanding structural dependence between CMIP models, and the proposed ancestry and family weighting methods can be used in MME assessments to ameliorate model structural sampling biases.","2023","2024-03-25 22:19:26","2026-02-17 15:12:04","2024-03-25 22:19:26","e2022MS003588","","7","15","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1029/2022MS003588","","/Users/kathsherratt/Zotero/storage/LSZRAVZI/Kuma et al. - 2023 - Climate Model Code Genealogy and Its Relation to C.pdf; /Users/kathsherratt/Zotero/storage/QGLNWJS6/2022MS003588.html","","","climate models; CMIP; climate feedbacks; code; equilibrium climate sensitivity; model genealogy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EUY4TFT5","journalArticle","2011","Masson, D.; Knutti, R.","Climate model genealogy","Geophysical Research Letters","","1944-8007","10.1029/2011GL046864","https://onlinelibrary.wiley.com/doi/abs/10.1029/2011GL046864","Climate change projections are often given as equally weighted averages across ensembles of climate models, despite the fact that the sampling of the underlying ensembles is unclear. We show that a hierarchical clustering of a metric of spatial and temporal variations of either surface temperature or precipitation in control simulations can capture many model relationships across different ensembles. Strong similarities are seen between models developed at the same institution, between models sharing versions of the same atmospheric component, and between successive versions of the same model. A perturbed parameter ensemble of a model appears separate from other structurally different models. The results provide insight into intermodel relationships, into how models evolve through successive generations, and suggest that assuming model independence in such ensembles of opportunity is not justified.","2011","2024-03-25 22:27:24","2026-02-17 15:12:04","2024-03-25 22:27:24","","","8","38","","","","","","","","","","en","Copyright 2011 by the American Geophysical Union.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1029/2011GL046864","","/Users/kathsherratt/Zotero/storage/UND899TD/Masson and Knutti - 2011 - Climate model genealogy.pdf; /Users/kathsherratt/Zotero/storage/3VI2ZKBV/2011GL046864.html","","","GCM; independence; multimodel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5DFVCNZ","journalArticle","2023","Gyllingberg, Linnéa; Birhane, Abeba; Sumpter, David J. T.","The lost art of mathematical modelling","Mathematical Biosciences","","0025-5564","10.1016/j.mbs.2023.109033","https://www.sciencedirect.com/science/article/pii/S0025556423000743","We provide a critique of mathematical biology in light of rapid developments in modern machine learning. We argue that out of the three modelling activities – (1) formulating models; (2) analysing models; and (3) fitting or comparing models to data – inherent to mathematical biology, researchers currently focus too much on activity (2) at the cost of (1). This trend, we propose, can be reversed by realising that any given biological phenomenon can be modelled in an infinite number of different ways, through the adoption of a pluralistic approach, where we view a system from multiple, different points of view. We explain this pluralistic approach using fish locomotion as a case study and illustrate some of the pitfalls – universalism, creating models of models, etc. – that hinder mathematical biology. We then ask how we might rediscover a lost art: that of creative mathematical modelling.","2023-08-01","2024-04-04 14:30:05","2026-02-17 15:12:04","2024-04-04 14:30:05","109033","","","362","","Mathematical Biosciences","","","","","","","","","","","","","ScienceDirect","","","","/Users/kathsherratt/Zotero/storage/S3JHRSP8/Gyllingberg et al. - 2023 - The lost art of mathematical modelling.pdf; /Users/kathsherratt/Zotero/storage/4CA5PKJ4/S0025556423000743.html","","","Critical complexity; Equation-free approaches; Hybrid models; Machine learning; Mathematical biology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4RFSGR5","journalArticle","2011","Reich, Nicholas G.; Perl, Trish M.; Cummings, Derek A. T.; Lessler, Justin","Visualizing Clinical Evidence: Citation Networks for the Incubation Periods of Respiratory Viral Infections","PLOS ONE","","1932-6203","10.1371/journal.pone.0019496","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0019496","Simply by repetition, medical facts can become enshrined as truth even when there is little empirical evidence supporting them. We present an intuitive and clear visual design for tracking the citation history of a particular scientific fact over time. We apply this method to data from a previously published literature review on the incubation period of nine respiratory viral infections. The resulting citation networks reveal that the conventional wisdom about the incubation period for these diseases was based on a small fraction of available data and in one case, on no retrievable empirical evidence. Overall, 50% of all incubation period statements did not provide a source for their estimate and 65% of original sources for incubation period data were not incorporated into subsequent publications. More standardized and widely available methods for visualizing these histories of medical evidence are needed to ensure that conventional wisdom cannot stray too far from empirically supported knowledge.","2011-04-29","2024-04-05 13:34:32","2026-02-17 15:12:04","2024-04-05 13:34:32","e19496","","4","6","","PLOS ONE","Visualizing Clinical Evidence","","","","","Public Library of Science","","en","","","","","PLoS Journals","","","","/Users/kathsherratt/Zotero/storage/54R2A93S/Reich et al. - 2011 - Visualizing Clinical Evidence Citation Networks f.pdf","","","Influenza; Respiratory infections; SARS; Adenoviruses; Citation analysis; Measles; Rhinovirus infection; Viral transmission and infection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IEZHCMXG","journalArticle","2021","McCabe, Ruth; Donnelly, Christl A.","Disease transmission and control modelling at the science–policy interface","Interface Focus","","","10.1098/rsfs.2021.0013","https://royalsocietypublishing.org/doi/10.1098/rsfs.2021.0013","The coronavirus disease 2019 (COVID-19) pandemic has disrupted the lives of billions across the world. Mathematical modelling has been a key tool deployed throughout the pandemic to explore the potential public health impact of an unmitigated epidemic. The results of such studies have informed governments' decisions to implement non-pharmaceutical interventions to control the spread of the virus. In this article, we explore the complex relationships between models, decision-making, the media and the public during the COVID-19 pandemic in the United Kingdom of Great Britain and Northern Ireland (UK). Doing so not only provides an important historical context of COVID-19 modelling and how it has shaped the UK response, but as the pandemic continues and looking towards future pandemic preparedness, understanding these relationships and how they might be improved is critical. As such, we have synthesized information gathered via three methods: a survey to publicly list attendees of the Scientific Advisory Group for Emergencies, the Scientific Pandemic Influenza Group on Modelling and other comparable advisory bodies, interviews with science communication experts and former scientific advisors, and reviewing some of the key COVID-19 modelling literature from 2020. Our research highlights the desire for increased bidirectional communication between modellers, decision-makers and the public, as well as the need to convey uncertainty inherent in transmission models in a clear manner. These aspects should be considered carefully ahead of the next emergency response.","2021-10-12","2023-05-13 13:07:56","2026-02-17 15:12:04","2024-04-22 16:35:03","20210013","","6","11","","","","","","","","Royal Society","","","","","","","royalsocietypublishing.org (Atypon)","","","","/Users/kathsherratt/Zotero/storage/7VP2JRYJ/McCabe and Donnelly - 2021 - Disease transmission and control modelling at the .pdf; /Users/kathsherratt/Zotero/storage/JZDKENLK/McCabe and Donnelly - Disease transmission and control modelling at the .pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8504885/","","COVID-19; United Kingdom; decision-making; non-pharmaceutical interventions; public health policy; science communication; transmission modelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMEGNTNG","journalArticle","2024","Wade-Malone, La Keisha; Howerton, Emily; Probert, William J. M.; Runge, Michael C.; Viboud, Cécile; Shea, Katriona","When do we need multiple infectious disease models? Agreement between projection rank and magnitude in a multi-model setting","Epidemics","","1755-4365","10.1016/j.epidem.2024.100767","https://www.sciencedirect.com/science/article/pii/S1755436524000288","Mathematical models are useful for public health planning and response to infectious disease threats. However, different models can provide differing results, which can hamper decision making if not synthesized appropriately. To address this challenge, multi-model hubs convene independent modeling groups to generate ensembles, known to provide more accurate predictions of future outcomes. Yet, these hubs are resource intensive, and how many models are sufficient in a hub is not known. Here, we compare the benefit of predictions from multiple models in different contexts: (1) decision settings that depend on predictions of quantitative outcomes (e.g., hospital capacity planning), where assessments of the benefits of multi-model ensembles have largely focused; and (2) decisions settings that require the ranking of alternative epidemic scenarios (e.g., comparing outcomes under multiple possible interventions and biological uncertainties). We develop a mathematical framework to mimic a multi-model prediction setting, and use this framework to quantify how frequently predictions from different models agree. We further explore multi-model agreement using real-world, empirical data from 14 rounds of U.S. COVID-19 Scenario Modeling Hub projections. Our results suggest that the value of multiple models could be different in different decision contexts, and if only a few models are available, focusing on the rank of alternative epidemic scenarios could be more robust than focusing on quantitative outcomes. Although additional exploration of the sufficient number of models for different contexts is still needed, our results indicate that it may be possible to identify decision contexts where it is robust to rely on fewer models, a finding that can inform the use of modeling resources during future public health crises.","2024-04-17","2024-04-23 20:26:30","2026-02-17 15:12:04","2024-04-23 20:26:29","100767","","","","","Epidemics","When do we need multiple infectious disease models?","","","","","","","","","","","","ScienceDirect","","","","/Users/kathsherratt/Zotero/storage/BYZWCJF7/S1755436524000288.html; /Users/kathsherratt/Zotero/storage/WHI7A82X/Wade-Malone et al. - 2024 - When do we need multiple infectious disease models.pdf","","","decision support; Multi-model predictions; outbreak control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBVLMBN2","journalArticle","2012","Van Kerkhove, Maria D.; Ferguson, Neil M.","Epidemic and intervention modelling--a scientific rationale for policy decisions? Lessons from the 2009 influenza pandemic","Bulletin of the World Health Organization","","1564-0604","10.2471/BLT.11.097949","","PROBLEM: Outbreak analysis and mathematical modelling are crucial for planning public health responses to infectious disease outbreaks, epidemics and pandemics. This paper describes the data analysis and mathematical modelling undertaken during and following the 2009 influenza pandemic, especially to inform public health planning and decision-making. APPROACH: Soon after A(H1N1)pdm09 emerged in North America in 2009, the World Health Organization convened an informal mathematical modelling network of public health and academic experts and modelling groups. This network and other modelling groups worked with policy-makers to characterize the dynamics and impact of the pandemic and assess the effectiveness of interventions in different settings. SETTING: The 2009 A(H1N1) influenza pandemic. RELEVANT CHANGES: Modellers provided a quantitative framework for analysing surveillance data and for understanding the dynamics of the epidemic and the impact of interventions. However, what most often informed policy decisions on a day-to-day basis was arguably not sophisticated simulation modelling, but rather, real-time statistical analyses based on mechanistic transmission models relying on available epidemiologic and virologic data. LESSONS LEARNT: A key lesson was that modelling cannot substitute for data; it can only make use of available data and highlight what additional data might best inform policy. Data gaps in 2009, especially from low-resource countries, made it difficult to evaluate severity, the effects of seasonal variation on transmission and the effectiveness of non-pharmaceutical interventions. Better communication between modellers and public health practitioners is needed to manage expectations, facilitate data sharing and interpretation and reduce inconsistency in results.","2012-04-01","2024-04-26 23:09:35","2026-02-17 15:12:04","","306-310","","4","90","","Bull World Health Organ","Epidemic and intervention modelling--a scientific rationale for policy decisions?","","","","","","","eng","","","","","PubMed","","","","/Users/kathsherratt/Zotero/storage/YZV5NUVD/Van Kerkhove and Ferguson - 2012 - Epidemic and intervention modelling--a scientific .pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/22511828","","Humans; Models, Biological; Pandemics; World Health Organization; Communicable Diseases, Emerging; North America; Influenza, Human; Data Interpretation, Statistical; Health Policy; Policy Making; Influenza A Virus, H1N1 Subtype; Sentinel Surveillance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUHD8D5C","journalArticle","2016","Parkhurst, Justin O.; Abeysinghe, Sudeepa","What Constitutes “Good” Evidence for Public Health and Social Policy-making? From Hierarchies to Appropriateness","Social Epistemology","","0269-1728","10.1080/02691728.2016.1172365","https://www.tandfonline.com/doi/full/10.1080/02691728.2016.1172365","","2016-11","2024-04-27 13:21:59","2026-02-17 15:12:04","2024-04-27 13:21:59","665-679","","5-6","30","","","What Constitutes “Good” Evidence for Public Health and Social Policy-making?","","","","","Routledge","","","","","","","tandfonline.com (Atypon)","","","","/Users/kathsherratt/Zotero/storage/9Z5X8CXS/Parkhurst and Abeysinghe - 2016 - What Constitutes “Good” Evidence for Public Health.pdf","","","Health Policy; Evidence; Appropriate Evidence; Hierarchy of Evidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMSSTINS","journalArticle","2016","Leith, Peat; Haward, Marcus; Rees, Chris; Ogier, Emily","Success and Evolution of a Boundary Organization","Science, Technology, & Human Values","","0162-2439","10.1177/0162243915601900","https://doi.org/10.1177/0162243915601900","This article challenges the idea that success of boundary organizations is marked primarily by the stability of the science–policy interface. We review key theory in the literature on boundary work and boundary organizations. We then present a case, the Derwent Estuary Program (DEP) in South East Tasmania, Australia, to explore the evolution of successful boundary organization. We detail how a science-oriented program of work achieved success, through early wins that cemented its support and created a relatively stable entity able to navigate the expansion of its remit from managing controversy to implementing an integrated, systems approach to coastal zone management. The creation of “safe spaces” enabled contentious situations to be negotiated through well-established relationships and processes. The interaction among these elements, supported by exemplary leadership, was critical to reframing the problem. We suggest that it is through these abilities to navigate controversy and mediate among divergent interests, while maintaining a committed focus on science, that boundary organizations can succeed. Success in this context is achieved through using credible science to reframe problems. Success is further indicated not just by surviving periodic controversies but by being able to benefit from them, building legitimacy among partners and stakeholders through successfully navigating unforeseen events.","2016-05-01","2024-04-28 00:55:44","2026-02-17 15:12:04","2024-04-28 00:55:44","375-401","","3","41","","","","","","","","SAGE Publications Inc","","en","","","","","SAGE Journals","","","","/Users/kathsherratt/Zotero/storage/KBHJHMYB/Leith et al. - 2016 - Success and Evolution of a Boundary Organization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UH9MAI3N","journalArticle","2022","Vegvari, Carolin; Abbott, Sam; Ball, Frank; Brooks-Pollock, Ellen; Challen, Robert; Collyer, Benjamin S; Dangerfield, Ciara; Gog, Julia R; Gostic, Katelyn M; Heffernan, Jane M; Hollingsworth, T Déirdre; Isham, Valerie; Kenah, Eben; Mollison, Denis; Panovska-Griffiths, Jasmina; Pellis, Lorenzo; Roberts, Michael G; Scalia Tomba, Gianpaolo; Thompson, Robin N; Trapman, Pieter","Commentary on the use of the reproduction number R during the COVID-19 pandemic","Statistical Methods in Medical Research","","0962-2802","10.1177/09622802211037079","https://doi.org/10.1177/09622802211037079","Since the beginning of the COVID-19 pandemic, the reproduction number  𝑅  has become a popular epidemiological metric used to communicate the state of the epidemic. At its most basic,  𝑅  is defined as the average number of secondary infections caused by one primary infected individual.  𝑅  seems convenient, because the epidemic is expanding if  𝑅 > 1  and contracting if  𝑅 < 1 . The magnitude of  𝑅  indicates by how much transmission needs to be reduced to control the epidemic. Using  𝑅  in a naïve way can cause new problems. The reasons for this are threefold: (1) There is not just one definition of  𝑅  but many, and the precise definition of  𝑅  affects both its estimated value and how it should be interpreted. (2) Even with a particular clearly defined  𝑅 , there may be different statistical methods used to estimate its value, and the choice of method will affect the estimate. (3) The availability and type of data used to estimate  𝑅  vary, and it is not always clear what data should be included in the estimation. In this review, we discuss when  𝑅  is useful, when it may be of use but needs to be interpreted with care, and when it may be an inappropriate indicator of the progress of the epidemic. We also argue that careful definition of  𝑅 , and the data and methods used to estimate it, can make  𝑅  a more useful metric for future management of the epidemic.","2022-09-01","2024-05-02 13:22:20","2026-02-17 15:12:04","2024-05-02 13:22:19","1675-1685","","9","31","","Stat Methods Med Res","","","","","","SAGE Publications Ltd STM","","en","","","","","SAGE Journals","","","","/Users/kathsherratt/Zotero/storage/SL2NMPLT/Vegvari et al. - 2022 - Commentary on the use of the reproduction number R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HLYJ4NP","journalArticle","2011","Glasser, John W.; Hupert, Nathaniel; McCauley, Mary M.; Hatchett, Richard","Modeling and public health emergency responses: Lessons from SARS","Epidemics","","1755-4365","10.1016/j.epidem.2011.01.001","https://www.sciencedirect.com/science/article/pii/S1755436511000028","Modelers published thoughtful articles after the 2003 SARS crisis, but had limited if any real-time impact on the global response and may even have inadvertently contributed to a lingering misunderstanding of the means by which the epidemic was controlled. The impact of any intervention depends on its efficiency as well as efficacy, and efficient isolation of infected individuals before they become symptomatic is difficult to imagine. Nonetheless, in exploring the possible impact of quarantine, the product of efficiency and efficacy was varied over the entire unit interval. Another mistake was repeatedly fitting otherwise appropriate gamma distributions to times to event regardless of whether they were stationary or not, particularly onset-isolation intervals whose progressive reduction evidently contributed to SARS control. By virtue of their unknown biology, newly-emerging diseases are more challenging than familiar human scourges. Influenza, for example, recurs annually and has been modeled more thoroughly than any other infectious disease. Moreover, models were integrated into preparedness exercises, during which working relationships were established that bore fruit during the 2009 A/H1N1 pandemic. To provide the most accurate and timely advice possible, especially about the possible impact of measures designed to control diseases caused by novel human pathogens, we must appreciate the value and difficulty of policy-oriented modeling. Effective communication of insights gleaned from modeling SARS will help to ensure that policymakers involve modelers in future outbreaks of newly-emerging infectious diseases. Accordingly, we illustrate the increasingly timely care-seeking by which, together with increasingly accurate diagnoses and effective isolation, SARS was controlled via heuristic arguments and descriptive analyses of familiar observations.","2011-03-01","2024-09-24 21:52:56","2026-02-17 15:12:04","2024-09-24 21:52:56","32-37","","1","3","","Epidemics","Modeling and public health emergency responses","","","","","","","","","","","","ScienceDirect","","","","/Users/kathsherratt/Zotero/storage/JN7PLT7X/Glasser et al. - 2011 - Modeling and public health emergency responses Le.pdf; /Users/kathsherratt/Zotero/storage/4S6MRZ8P/S1755436511000028.html","","","Emergency preparedness; Emerging infectious diseases; Decision support modeling; Theoretical modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHAR9SFH","journalArticle","2024","Moore, Mackenzie; Robertson, Hailey; Rosado, David; Graeden, Ellie; Carlson, Colin J.; Katz, Rebecca","Core components of infectious disease outbreak response","SSM - Health Systems","","2949-8562","10.1016/j.ssmhs.2024.100030","https://www.sciencedirect.com/science/article/pii/S2949856224000230","Outbreak response, as a technical and specialized field of practice, is struggling to keep pace with the evolving landscape of public health emergencies. Here, we analyze 235 different multisectoral activities that comprise outbreak preparedness and response. We explore the conditions under which these activities are applicable, including different phases of response, different operating circumstances, and different disease etiologies, and find that the core activities required for outbreak response largely apply across etiology and scale, but are more substantial during the early phases of response. To validate this framework with real-world examples, we then examine 246 reports from the WHO Disease Outbreak News (DON), a narrative record of outbreak history through time, and examine which of our activities are reported or implied in these narratives. We find that the core components of response are applicable across the vast majority of outbreaks, especially as they relate to basic epidemiology, infection prevention, and governance, and that many different kinds of real-world outbreaks require the same core set of responses. These findings point to a nearly-universal set of outbreak response activities that could be directly incorporated into national and international response plans, significantly reducing the risk and impact of infectious disease outbreaks.","2024-12-01","2024-10-18 13:27:49","2026-02-17 15:12:04","2024-10-18 13:27:49","100030","","","3","","SSM - Health Systems","","","","","","","","","","","","","ScienceDirect","","","","/Users/kathsherratt/Zotero/storage/CF3XVFYY/S2949856224000230.html","","","Epidemiology; Infectious disease; World Health Organization; Minimum core capacities; Outbreak response","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLCVIEI7","journalArticle","2011","Tricco, Andrea C.; Tetzlaff, Jennifer; Moher, David","The art and science of knowledge synthesis","Journal of Clinical Epidemiology","","0895-4356, 1878-5921","10.1016/j.jclinepi.2009.11.007","https://www.jclinepi.com/article/S0895-4356(09)00361-8/abstract","","2011-01-01","2025-02-13 14:18:59","2026-02-17 15:12:04","2025-02-13 14:18:59","11-20","","1","64","","Journal of Clinical Epidemiology","","","","","","Elsevier","","English","","","","","www.jclinepi.com","","tex.ids= triccoArtScienceKnowledge2011a","","; /Users/kathsherratt/Zotero/storage/Q6NPNSSB/S0895435609003618.html","http://www.ncbi.nlm.nih.gov/pubmed/20189767","","Methods; Systematic reviews; Reporting; Dissemination; Knowledge syntheses; Risk of bias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43ET98HP","journalArticle","2019","Navarro, Danielle J.","Between the Devil and the Deep Blue Sea: Tensions Between Scientific Judgement and Statistical Model Selection","Computational Brain & Behavior","","2522-087X","10.1007/s42113-018-0019-z","https://doi.org/10.1007/s42113-018-0019-z","Discussions of model selection in the psychological literature typically frame the issues as a question of statistical inference, with the goal being to determine which model makes the best predictions about data. Within this setting, advocates of leave-one-out cross-validation and Bayes factors disagree on precisely which prediction problem model selection questions should aim to answer. In this comment, I discuss some of these issues from a scientific perspective. What goal does model selection serve when all models are known to be systematically wrong? How might “toy problems” tell a misleading story? How does the scientific goal of explanation align with (or differ from) traditional statistical concerns? I do not offer answers to these questions, but hope to highlight the reasons why psychological researchers cannot avoid asking them.","2019-03-01","2025-02-13 14:22:07","2026-02-17 15:12:04","2025-02-13 14:22:07","28-34","","1","2","","Comput Brain Behav","Between the Devil and the Deep Blue Sea","","","","","","","en","","","","","Springer Link","","","","","","","Statistics; Model selection; Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDTB2DEB","journalArticle","2006","Lawrence, Michael; Goodwin, Paul; O'Connor, Marcus; Önkal, Dilek","Judgmental forecasting: A review of progress over the last 25   years","International Journal of Forecasting","","0169-2070","10.1016/j.ijforecast.2006.03.007","https://www.sciencedirect.com/science/article/pii/S0169207006000501","The past 25 years has seen phenomenal growth of interest in judgemental approaches to forecasting and a significant change of attitude on the part of researchers to the role of judgement. While previously judgement was thought to be the enemy of accuracy, today judgement is recognised as an indispensable component of forecasting and much research attention has been directed at understanding and improving its use. Human judgement can be demonstrated to provide a significant benefit to forecasting accuracy but it can also be subject to many biases. Much of the research has been directed at understanding and managing these strengths and weaknesses. An indication of the explosion of research interest in this area can be gauged by the fact that over 200 studies are referenced in this review.","2006-01-01","2025-03-11 13:02:09","2026-02-17 15:12:04","2025-03-11 13:02:08","493-518","","3","22","","International Journal of Forecasting","Judgmental forecasting","Twenty five years of forecasting","","","","","","","","","","","ScienceDirect","","","","/Users/kathsherratt/Zotero/storage/ZAHRLR5P/S0169207006000501.html","","","Forecasting; Domain knowledge; Improving judgement forecasts; Judgement; Prediction intervals; Probability forecasts; Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
